1/CM,Line_intensity,global upper quanta,global lower quanta,local upper quanta,local lower quanta
2362.300056,1.988e-29,          1 1 0,          0 2 0,  9  6  3      ,  8  5  4      
2362.525481,5.808e-27,          0 1 0,          0 0 0,  7  6  2      ,  6  1  5      
2362.60418,3.232e-26,          1 0 0,          0 1 0,  4  4  1      ,  3  1  2      
2362.876826,2.97e-27,          0 1 0,          0 0 0,  9  9  0      ,  9  6  3      
2362.878359,9.292e-29,          0 1 1,          0 2 0, 11  2 10      , 10  2  9      
2362.958851,3.114e-28,          0 1 0,          0 0 0, 13  9  4      , 13  6  7      
2363.001726,1.249e-29,          0 0 1,          0 1 0, 11  7  4      , 11  5  7      
2363.014565,9.919e-28,          0 1 0,          0 0 0,  9  9  1      ,  9  6  4      
2363.784343,4.967e-28,          0 1 1,          0 2 0,  4  2  2      ,  3  0  3      
2363.867647,1.07e-28,          0 1 1,          0 2 0,  9  2  7      ,  8  2  6      
2364.03208,1.04e-29,          1 1 0,          0 2 0,  9  5  5      ,  8  4  4      
2364.292982,5.043e-28,          0 2 0,          0 1 0,  6  6  1      ,  6  1  6      
2364.503529,1.302e-26,          0 0 1,          0 1 0, 12  2 11      , 11  2 10      
2364.673933,7.679e-29,          0 1 1,          0 2 0,  9  3  6      ,  8  3  5      
2365.09182,3.922e-26,          0 0 1,          0 1 0, 12  1 11      , 11  1 10      
2365.275462,6.177e-27,          0 0 1,          0 1 0,  6  3  3      ,  6  1  6      
2365.386932,3.14e-29,          0 1 1,          0 2 0, 11  1 10      , 10  1  9      
2365.432972,9.748e-29,          0 0 1,          0 1 0, 10  7  3      , 10  5  6      
2365.433801,4.761e-28,          1 0 0,          0 1 0,  6  5  2      ,  6  2  5      
2365.48002,1.158e-27,          0 1 0,          0 0 0, 10  9  1      , 10  6  4      
2365.782088,5.593e-29,          0 2 0,          0 1 0, 14  4 11      , 13  1 12      
2365.968616,3.498e-27,          0 1 0,          0 0 0, 10  9  2      , 10  6  5      
2366.13888,3.024e-26,          0 2 0,          0 1 0,  9  6  3      ,  8  3  6      
2366.26999,9.111e-26,          0 1 0,          0 0 0, 11  5  6      , 10  2  9      
2366.317535,3.214e-28,          0 1 0,          0 0 0, 12  9  3      , 12  6  6      
2366.429291,1.998e-28,          0 0 1,          0 1 0,  9  7  3      ,  9  5  4      
2366.637386,3.046e-27,          0 0 1,          0 1 0,  8  4  4      ,  8  2  7      
2366.852172,2.207e-27,          0 1 0,          0 0 0, 11  9  2      , 11  6  5      
2367.340083,4.998e-29,          0 0 1,          0 1 0, 14  5 10      , 13  5  9      
2367.747613,1.27e-29,          0 0 1,          0 1 0, 11  8  4      , 11  6  5      
2368.005708,6.683e-29,          0 0 1,          0 1 0,  9  7  2      ,  9  5  5      
2368.010886,2.647e-29,          0 0 1,          0 1 0, 12  6  6      , 12  4  9      
2368.084882,8.271e-27,          1 0 0,          0 1 0, 10  5  5      ,  9  4  6      
2368.150117,1.691e-27,          0 0 1,          0 1 0, 13  4 10      , 12  4  9      
2368.304679,7.519e-28,          0 1 0,          0 0 0, 11  9  3      , 11  6  6      
2368.47694,1.55e-26,          0 0 1,          0 1 0, 12  2 10      , 11  2  9      
2368.852297,3.425e-29,          1 0 0,          0 1 0,  8  6  2      ,  8  3  5      
2368.9622,9.377e-26,          0 0 1,          0 1 0, 10  3  7      ,  9  3  6      
2369.132765,1.196e-28,          1 0 0,          0 1 0, 12  9  4      , 11  8  3      
2369.133754,3.985e-29,          1 0 0,          0 1 0, 12  9  3      , 11  8  4      
2369.19797,1.45e-28,          0 1 0,          0 0 0, 13  6  7      , 14  1 14      
2369.288785,1.619e-27,          0 1 0,          0 0 0, 12  7  5      , 12  2 10      
2369.371601,4.327e-28,          0 0 1,          0 1 0, 10  5  5      , 10  3  8      
2369.408281,1.125e-29,          0 2 0,          0 1 0, 11  6  5      , 11  1 10      
2369.41444,7.155e-28,          1 0 0,          0 1 0, 11  7  5      , 10  6  4      
2369.571971,2.207e-29,          0 1 0,          0 0 0, 18  8 10      , 17  7 11      
2369.772185,2.129e-27,          1 0 0,          0 1 0, 11  7  4      , 10  6  5      
2369.780777,4.222e-29,          1 1 0,          0 2 0,  9  5  4      ,  8  4  5      
2369.825208,1.009e-28,          0 0 1,          0 1 0,  8  7  2      ,  8  5  3      
2369.920121,8.9e-28,          0 1 0,          0 0 0, 15  3 12      , 15  0 15      
2370.019597,1.021e-27,          0 1 0,          0 0 0, 12  9  4      , 12  6  7      
2370.326375,2.923e-28,          0 0 1,          0 1 0,  8  7  1      ,  8  5  4      
2370.702022,2.849e-28,          0 1 1,          0 2 0, 11  1 11      , 10  1 10      
2370.78843,2.94e-26,          1 0 0,          0 1 0,  8  3  5      ,  7  2  6      
2370.813772,9.433e-29,          0 1 1,          0 2 0, 11  0 11      , 10  0 10      
2370.881218,1.134e-29,          0 2 0,          0 1 0, 11 11  1      , 10 10  0      
2370.881219,3.401e-29,          0 2 0,          0 1 0, 11 11  0      , 10 10  1      
2371.126831,2.891e-29,          0 0 1,          0 1 0, 10  8  2      , 10  6  5      
2371.275695,1.309e-28,          0 1 0,          0 0 0, 13  9  5      , 13  6  8      
2372.046059,1.51e-29,          0 2 0,          0 1 0, 12 10  2      , 11  9  3      
2372.049951,4.529e-29,          0 2 0,          0 1 0, 12 10  3      , 11  9  2      
2372.078477,2.703e-28,          0 0 1,          0 1 0,  7  7  1      ,  7  5  2      
2372.14338,8.111e-26,          1 0 0,          0 1 0,  6  3  4      ,  5  0  5      
2372.203902,9.011e-29,          0 0 1,          0 1 0,  7  7  0      ,  7  5  3      
2372.40259,1.115e-28,          0 1 0,          0 0 0, 14  9  6      , 14  6  9      
2372.563279,1.189e-28,          0 1 1,          0 2 0, 10  2  8      ,  9  2  7      
2372.68279,9.229e-26,          0 0 1,          0 1 0,  5  3  2      ,  4  1  3      
2373.034676,4.857e-29,          0 0 1,          0 1 0,  9  8  2      ,  9  6  3      
2373.050666,4.537e-27,          0 0 1,          0 1 0, 13  3 11      , 12  3 10      
2373.055778,2.208e-28,          0 0 1,          0 1 0, 13  1 12      , 13  1 13      
2373.0766,6.452e-28,          0 0 1,          0 1 0, 13  2 12      , 13  0 13      
2373.118347,1.62e-29,          0 0 1,          0 1 0,  9  8  1      ,  9  6  4      
2373.165626,1.369e-29,          0 1 1,          0 2 0,  6  4  2      ,  6  2  5      
2373.25842,3.951e-26,          0 0 1,          0 1 0, 12  1 12      , 11  1 11      
2373.27759,1.185e-25,          0 0 1,          0 1 0, 12  0 12      , 11  0 11      
2373.314801,7.407e-27,          0 1 0,          0 0 0, 14 10  5      , 13  9  4      
2373.316039,2.469e-27,          0 1 0,          0 0 0, 14 10  4      , 13  9  5      
2373.350619,1.43e-29,          0 1 0,          0 0 0, 13  9  4      , 14  4 11      
2373.572984,9.74e-28,          0 1 0,          0 0 0, 16  9  8      , 15  8  7      
2374.001178,1.804e-27,          1 0 0,          0 1 0, 11  6  6      , 10  5  5      
2374.125522,3.237e-28,          0 1 0,          0 0 0, 16  9  7      , 15  8  8      
2374.61334,1.613e-29,          0 0 1,          0 1 0,  8  8  1      ,  8  6  2      
2374.631895,4.838e-29,          0 0 1,          0 1 0,  8  8  0      ,  8  6  3      
2374.796963,3.046e-29,          0 1 1,          0 2 0,  3  3  0      ,  2  1  1      
2375.05801,1.494e-26,          0 1 0,          0 0 0,  8  7  2      ,  7  4  3      
2375.573037,1.128e-29,          0 1 1,          0 2 0, 12  2 11      , 11  2 10      
2376.717166,2.73e-26,          0 1 0,          0 0 0, 14  2 12      , 13  1 13      
2376.782547,5.049e-29,          0 0 1,          0 1 0, 13  5  8      , 12  5  7      
2377.003054,3.415e-29,          0 1 1,          0 2 0, 12  1 11      , 11  1 10      
2377.246109,1.553e-27,          0 0 1,          0 1 0, 13  2 11      , 12  2 10      
2377.296335,1.996e-28,          1 0 0,          0 1 0,  7  5  3      ,  7  2  6      
2377.82486,1.304e-26,          0 0 1,          0 1 0, 13  2 12      , 12  2 11      
2377.938722,3.204e-28,          0 1 0,          0 0 0, 15  4 12      , 15  1 15      
2378.101171,6.836e-27,          0 0 1,          0 1 0, 11  4  7      , 10  4  6      
2378.132089,4.36e-27,          0 0 1,          0 1 0, 13  1 12      , 12  1 11      
2378.16126,7.953e-26,          0 1 0,          0 0 0, 14  3 12      , 13  0 13      
2378.51982,1.155e-25,          0 0 1,          0 1 0,  5  2  3      ,  4  0  4      
2378.550596,6.803e-27,          0 1 0,          0 0 0,  8  7  1      ,  7  4  4      
2378.794228,4.597e-27,          1 0 0,          0 1 0, 11  6  5      , 10  5  6      
2378.892462,2.715e-28,          1 0 0,          0 1 0, 12  8  5      , 11  7  4      
2378.952738,9.012e-29,          1 0 0,          0 1 0, 12  8  4      , 11  7  5      
2379.007706,1.35e-29,          0 1 1,          0 2 0, 11  2  9      , 10  2  8      
2379.445273,3.227e-29,          1 1 0,          0 2 0,  5  3  3      ,  4  0  4      
2379.772651,2.253e-29,          1 1 0,          0 2 0, 10  5  6      ,  9  4  5      
2380.094839,1.495e-28,          0 0 1,          0 1 0, 14  4 11      , 13  4 10      
2380.951751,3.982e-29,          0 1 0,          0 0 0, 18  6 12      , 17  5 13      
2381.235135,3.562e-29,          0 0 1,          0 1 0, 15  5 11      , 14  5 10      
2381.377658,9.759e-27,          0 0 1,          0 1 0, 11  3  8      , 10  3  7      
2382.31705,3.945e-26,          1 0 0,          0 1 0,  5  4  2      ,  4  1  3      
2382.899507,5.585e-29,          1 0 0,          0 1 0,  7  4  4      ,  7  1  7      
2383.31304,6.748e-26,          1 0 0,          0 1 0,  7  2  5      ,  6  1  6      
2383.387476,5.205e-29,          0 2 0,          0 1 0,  8  5  4      ,  7  0  7      
2383.900076,1.145e-28,          1 0 0,          0 1 0,  7  6  1      ,  7  3  4      
2384.19855,4.209e-28,          0 0 1,          0 1 0, 14  3 12      , 13  3 11      
2384.303397,2.271e-29,          0 2 0,          0 1 0, 11  5  6      , 11  0 11      
2384.671576,8.103e-29,          0 1 1,          0 2 0, 10  3  7      ,  9  3  6      
2384.968654,1.283e-29,          0 1 1,          0 2 0, 12  2 10      , 11  2  9      
2385.332317,1.323e-29,          0 1 0,          0 0 0, 19  7 12      , 18  6 13      
2385.493696,5.622e-29,          0 2 0,          0 0 0, 10  1 10      , 10  6  5      
2385.66492,3.973e-26,          0 0 1,          0 1 0,  4  3  2      ,  3  1  3      
2385.94803,3.831e-29,          0 1 0,          0 0 0, 11  9  2      , 12  4  9      
2386.477855,3.835e-29,          0 1 1,          0 2 0, 12  1 12      , 11  1 11      
2386.53913,1.152e-28,          0 1 1,          0 2 0, 12  0 12      , 11  0 11      
2386.60903,1.292e-27,          0 0 1,          0 1 0, 14  2 12      , 13  2 11      
2387.01618,3.62e-26,          0 1 0,          0 0 0, 11  6  5      , 10  3  8      
2387.370449,6.287e-27,          0 1 0,          0 0 0, 15  5 11      , 14  2 12      
2387.88905,1.122e-29,          0 1 1,          0 2 0, 13  2 12      , 12  2 11      
2387.996712,7.148e-27,          0 2 0,          0 0 0, 13  3 10      , 12 10  3      
2388.013627,2.578e-27,          0 1 0,          0 0 0, 13 11  3      , 12 10  2      
2388.016535,7.707e-27,          0 1 0,          0 0 0, 13 11  2      , 12 10  3      
2388.030828,2.724e-29,          0 2 0,          0 0 0, 15  1 14      , 16  4 13      
2388.177265,2.793e-28,          0 2 0,          0 0 0,  9  1  8      , 10  6  5      
2388.286401,6.389e-28,          1 0 0,          0 1 0, 12  7  6      , 11  6  5      
2388.804386,1.77e-29,          1 0 0,          0 1 0, 11  4  7      , 11  1 10      
2389.010412,5.011e-29,          1 1 0,          0 2 0,  9  4  5      ,  8  3  6      
2389.144043,1.043e-29,          1 0 0,          0 1 0, 13  9  5      , 12  8  4      
2389.154962,3.129e-29,          1 0 0,          0 1 0, 13  9  4      , 12  8  5      
2389.219635,8.204e-27,          0 0 1,          0 1 0, 12  3  9      , 11  3  8      
2389.370265,2.08e-28,          1 0 0,          0 1 0, 12  7  5      , 11  6  6      
2389.399824,3.52e-29,          0 1 0,          0 0 0, 17  4 13      , 17  1 16      
2389.531707,4.364e-26,          0 0 1,          0 1 0, 13  1 13      , 12  1 12      
2389.54016,1.455e-26,          0 0 1,          0 1 0, 13  0 13      , 12  0 12      
2389.65668,6.661e-29,          0 0 1,          0 1 0, 14  2 13      , 14  0 14      
2389.686897,2.007e-28,          0 0 1,          0 1 0, 14  1 13      , 14  1 14      
2389.944942,1.87e-27,          1 0 0,          0 1 0, 12  6  7      , 11  5  6      
2389.953035,1.235e-29,          0 1 0,          0 0 0, 15  7  8      , 16  2 15      
2390.123,6.153e-28,          0 2 0,          0 0 0, 13  0 13      , 14  3 12      
2390.636693,1.065e-28,          0 0 1,          0 1 0, 15  4 12      , 14  4 11      
2390.740458,2.166e-28,          0 2 0,          0 0 0, 13  1 13      , 14  2 12      
2390.9264,1.323e-27,          0 0 1,          0 1 0, 14  2 13      , 13  2 12      
2391.12227,3.995e-27,          0 0 1,          0 1 0, 14  1 13      , 13  1 12      
2391.262115,3.718e-29,          0 0 1,          0 1 0, 11  5  6      , 11  3  9      
2392.025784,6.658e-29,          0 1 1,          0 2 0,  3  3  1      ,  2  1  2      
2392.944233,2.22e-28,          0 1 1,          0 2 0,  4  3  1      ,  3  1  2      
2393.092525,3.153e-27,          0 1 0,          0 0 0, 15  6 10      , 14  3 11      
2393.60132,1.699e-25,          1 0 0,          0 1 0,  6  4  3      ,  5  1  4      
2393.815172,4.781e-29,          0 1 0,          0 0 0, 17  9  9      , 16  8  8      
2394.100923,7.092e-28,          0 0 1,          0 1 0, 13  3 10      , 12  3  9      
2394.291173,5.555e-28,          1 0 0,          0 1 0,  8  5  4      ,  8  2  7      
2394.851322,2.156e-27,          0 1 0,          0 0 0,  9  7  3      ,  8  4  4      
2394.90828,3.208e-28,          0 0 1,          0 1 0, 15  3 13      , 14  3 12      
2395.185329,1.423e-28,          0 1 0,          0 0 0, 17  9  8      , 16  8  9      
2395.286536,2.299e-29,          1 0 0,          0 1 0,  6  6  0      ,  6  3  3      
2395.295227,1.091e-29,          0 2 0,          0 1 0, 13 10  3      , 12  9  4      
2395.314579,4.176e-27,          1 0 0,          0 1 0,  4  4  0      ,  3  1  3      
2395.411848,5.718e-27,          0 1 0,          0 0 0,  9  5  5      ,  8  0  8      
2395.481646,7.942e-29,          0 0 1,          0 1 0, 15  2 13      , 14  2 12      
2395.749168,4.485e-29,          0 2 0,          0 1 0, 11  5  6      , 10  2  9      
2395.978535,7.448e-28,          0 1 0,          0 0 0, 17  5 12      , 16  4 13      
2395.989135,4.328e-28,          0 2 0,          0 1 0, 10  6  4      ,  9  3  7      
2396.149012,1.655e-29,          0 2 0,          0 0 0, 12  0 12      , 12  5  7      
2396.297908,2.212e-27,          0 1 0,          0 0 0, 12 12  0      , 11 11  1      
2396.297911,6.637e-27,          0 1 0,          0 0 0, 12 12  1      , 11 11  0      
2396.423135,2.365e-28,          0 0 1,          0 1 0,  9  4  5      ,  9  2  8      
2396.787149,6.323e-27,          1 0 0,          0 1 0, 11  5  6      , 10  4  7      
2396.90976,3.834e-26,          0 1 0,          0 0 0,  8  6  3      ,  7  1  6      
2396.985502,1.967e-27,          0 1 0,          0 0 0, 13  7  6      , 13  2 11      
2396.99151,4.579e-28,          0 1 0,          0 0 0, 15 10  6      , 14  9  5      
2397.00359,1.373e-27,          0 1 0,          0 0 0, 15 10  5      , 14  9  6      
2397.675517,5.639e-27,          0 0 1,          0 1 0, 12  4  8      , 11  4  7      
2397.822287,2.367e-29,          1 0 0,          0 1 0, 13  8  6      , 12  7  5      
2398.037363,7.071e-29,          1 0 0,          0 1 0, 13  8  5      , 12  7  6      
2398.270386,5.188e-28,          0 0 1,          0 1 0, 14  3 11      , 13  3 10      
2398.542788,2.63e-29,          1 1 0,          0 2 0,  8  3  5      ,  7  2  6      
2399.30434,1.14e-28,          0 2 0,          0 1 0, 14  3 12      , 13  0 13      
2400.303148,1.072e-27,          0 1 0,          0 0 0,  7  7  1      ,  7  2  6      
2400.30723,2.052e-26,          0 1 0,          0 0 0, 15  3 12      , 14  2 13      
2400.401773,3.265e-27,          0 1 0,          0 0 0, 13  6  7      , 13  1 12      
2400.432749,1.008e-29,          0 1 1,          0 2 0,  6  3  3      ,  6  1  6      
2400.719818,5.877e-27,          0 1 0,          0 0 0,  9  6  4      ,  9  1  9      
2400.763145,4.192e-28,          1 0 0,          0 1 0, 12  6  6      , 11  5  7      
2401.023615,3.007e-29,          0 2 0,          0 1 0, 15  5 11      , 14  2 12      
2401.408676,2.368e-27,          0 1 0,          0 0 0, 12  5  7      , 12  0 12      
2401.925439,3.575e-29,          0 0 1,          0 1 0, 15  3 12      , 14  3 11      
2402.129746,4.267e-29,          0 1 1,          0 2 0, 13  1 13      , 12  1 12      
2402.192629,1.423e-29,          0 1 1,          0 2 0, 13  0 13      , 12  0 12      
2402.695202,5.984e-28,          0 0 1,          0 1 0, 15  2 14      , 14  2 13      
2403.687824,3.521e-28,          0 0 1,          0 1 0, 15  1 14      , 14  1 13      
2403.815845,2.248e-29,          0 2 0,          0 0 0, 15  0 15      , 15  3 12      
2403.91892,1.683e-26,          0 1 0,          0 0 0,  9  7  2      ,  8  4  5      
2404.314293,2.143e-28,          1 0 0,          0 1 0, 13  6  8      , 12  5  7      
2404.955559,3.377e-29,          0 0 1,          0 1 0, 15  2 14      , 15  0 15      
2405.369183,4.733e-27,          1 0 0,          0 1 0, 10  4  6      ,  9  3  7      
2405.51588,5.92e-26,          0 0 1,          0 1 0,  4  4  0      ,  3  2  1      
2405.558394,2.545e-29,          0 0 1,          0 1 0, 16  3 14      , 15  3 13      
2405.593212,9.888e-28,          0 0 1,          0 1 0,  7  3  4      ,  7  1  7      
2405.756529,4.882e-27,          0 0 1,          0 1 0, 14  1 14      , 13  1 13      
2405.81635,1.456e-26,          0 0 1,          0 1 0, 14  0 14      , 13  0 13      
2405.833774,7.142e-29,          0 0 1,          0 1 0, 16  2 14      , 15  2 13      
2405.861844,1.787e-29,          0 0 1,          0 1 0, 15  1 14      , 15  1 15      
2405.878911,5.705e-29,          1 0 0,          0 1 0, 13  7  7      , 12  6  6      
2405.9518,4.254e-29,          1 0 0,          0 1 0,  9  3  6      ,  9  0  9      
2406.089889,5.087e-28,          0 2 0,          0 1 0, 15  3 12      , 14  2 13      
2406.164102,7.693e-29,          1 0 0,          0 1 0,  6  6  1      ,  6  3  4      
2406.18334,1.903e-26,          0 2 0,          0 1 0,  6  6  1      ,  5  1  4      
2406.819446,4.728e-29,          1 0 0,          0 1 0,  7  6  2      ,  7  3  5      
2407.099848,2.285e-29,          0 0 1,          0 1 0, 16  3 13      , 15  3 12      
2407.16579,1.882e-25,          0 0 1,          0 1 0,  6  3  3      ,  5  1  4      
2407.337181,2.041e-27,          0 1 0,          0 0 0,  6  6  0      ,  5  1  5      
2407.3655,1.636e-28,          0 0 1,          0 1 0,  4  4  1      ,  4  0  4      
2407.515353,1.32e-27,          0 1 0,          0 0 0, 16  4 12      , 15  3 13      
2408.105501,1.249e-28,          0 1 1,          0 2 0,  5  2  3      ,  4  0  4      
2408.350246,2.207e-29,          0 2 0,          0 1 0, 15  3 12      , 15  0 15      
2408.356592,5.829e-27,          0 1 0,          0 0 0, 15  4 12      , 14  1 13      
2408.7345,1.604e-28,          1 0 0,          0 1 0, 13  7  6      , 12  6  7      
2409.331628,1.395e-29,          0 1 0,          0 0 0, 17  5 13      , 17  2 16      
2409.434668,1.458e-28,          1 0 0,          0 1 0,  8  6  3      ,  8  3  6      
2410.475829,4.755e-28,          0 1 0,          0 0 0, 10  7  4      ,  9  4  5      
2411.02929,2.019e-26,          0 0 1,          0 1 0,  4  4  1      ,  3  2  2      
2411.180729,1.287e-29,          0 2 0,          0 1 0,  9  7  2      ,  9  2  7      
2412.363112,1.984e-29,          0 1 0,          0 0 0, 18  9 10      , 17  8  9      
2412.609893,4.505e-28,          0 0 1,          0 1 0, 13  4  9      , 12  4  8      
2412.693709,1.106e-28,          0 1 1,          0 2 0,  5  3  2      ,  4  1  3      
2413.027441,1.12e-29,          0 2 0,          0 1 0,  7  7  1      ,  6  4  2      
2413.316233,5.182e-28,          0 1 0,          0 0 0, 14 11  3      , 13 10  4      
2413.317684,1.555e-27,          0 1 0,          0 0 0, 14 11  4      , 13 10  3      
2413.811314,3.465e-29,          0 2 0,          0 1 0,  7  7  0      ,  6  4  3      
2414.95075,3.595e-29,          1 0 0,          0 1 0,  9  6  4      ,  9  3  7      
2415.155966,1.495e-29,          0 0 1,          0 1 0, 17  3 15      , 16  3 14      
2415.694247,7.308e-29,          0 2 0,          0 0 0, 11  2 10      , 12  5  7      
2415.939608,1.661e-29,          1 0 0,          0 1 0, 14  8  7      , 13  7  6      
2416.03819,1.498e-26,          1 0 0,          0 1 0,  7  3  5      ,  6  0  6      
2416.288831,9.019e-29,          0 0 1,          0 1 0, 16  2 15      , 15  2 14      
2416.336829,2.724e-28,          0 0 1,          0 1 0, 16  1 15      , 15  1 14      
2416.918001,1.307e-29,          0 1 1,          0 2 0, 14  0 14      , 13  0 13      
2417.527081,6.44e-29,          1 1 0,          0 2 0,  7  2  5      ,  6  1  6      
2417.72596,2.546e-26,          1 0 0,          0 1 0,  7  4  4      ,  6  1  5      
2417.754975,1.554e-28,          1 0 0,          0 1 0,  9  5  5      ,  9  2  8      
2418.815197,6.778e-29,          1 1 0,          0 2 0,  6  3  4      ,  5  0  5      
2419.803836,2.171e-28,          0 1 0,          0 0 0, 16 10  7      , 15  9  6      
2419.818438,2.131e-28,          0 2 0,          0 0 0,  8  0  8      ,  9  5  5      
2419.844498,7.232e-29,          0 1 0,          0 0 0, 16 10  6      , 15  9  7      
2419.945638,1.785e-28,          0 0 1,          0 1 0, 14  5  9      , 13  5  8      
2420.69515,8.292e-27,          0 1 0,          0 0 0,  8  7  2      ,  8  2  7      
2421.023649,1.946e-29,          0 0 1,          0 1 0, 12  5  7      , 12  3 10      
2421.320521,8.263e-28,          0 1 0,          0 0 0, 11  4  7      , 10  1 10      
2421.619206,4.432e-27,          0 0 1,          0 1 0, 15  1 15      , 14  1 14      
2421.619972,1.478e-27,          0 0 1,          0 1 0, 15  0 15      , 14  0 14      
2421.681971,4.189e-29,          1 0 0,          0 1 0, 14  7  8      , 13  6  7      
2422.126139,1.388e-29,          0 0 1,          0 1 0, 16  1 15      , 16  1 16      
2422.183392,2.866e-28,          0 0 1,          0 1 0, 14  4 10      , 13  4  9      
2422.65807,3.604e-26,          0 0 1,          0 1 0,  5  4  1      ,  4  2  2      
2422.70784,1.133e-25,          0 0 1,          0 1 0,  5  3  3      ,  4  1  4      
2422.893822,1.377e-29,          0 2 0,          0 1 0, 15  4 12      , 14  1 13      
2423.068587,1.32e-26,          1 0 0,          0 1 0,  9  3  6      ,  8  2  7      
2423.193574,4.778e-28,          0 1 0,          0 0 0, 13 12  2      , 12 11  1      
2423.19358,1.433e-27,          0 1 0,          0 0 0, 13 12  1      , 12 11  2      
2424.254153,6.366e-29,          1 0 0,          0 1 0, 10  6  5      , 10  3  8      
2424.505971,1.041e-27,          0 0 1,          0 1 0,  5  4  2      ,  5  0  5      
2424.85962,2.846e-28,          1 0 0,          0 1 0, 13  6  7      , 12  5  8      
2426.264325,4.066e-29,          0 1 1,          0 2 0,  4  3  2      ,  3  1  3      
2426.697662,1.317e-29,          0 1 0,          0 0 0, 14  6  8      , 15  1 15      
2426.950145,1.832e-29,          0 0 1,          0 1 0, 15  4 11      , 14  4 10      
2428.319611,1.481e-29,          1 0 0,          0 0 0, 12  1 12      , 13  6  7      
2428.327973,1.195e-29,          1 0 0,          0 1 0, 14  7  7      , 13  6  8      
2428.389511,1.08e-28,          0 1 0,          0 0 0, 16  3 13      , 16  0 16      
2428.651449,6.26e-29,          0 0 1,          0 1 0, 17  2 16      , 16  2 15      
2428.676375,2.086e-29,          0 0 1,          0 1 0, 17  1 16      , 16  1 15      
2428.882895,2.737e-29,          0 2 0,          0 0 0, 10  2  9      , 10  7  4      
2429.839487,3.657e-27,          0 1 0,          0 0 0, 10  7  3      ,  9  4  6      
2429.93279,1.69e-25,          0 0 1,          0 1 0,  6  2  4      ,  5  0  5      
2430.311521,2.54e-27,          0 1 0,          0 0 0, 12  7  6      , 11  4  7      
2430.530513,9.713e-28,          0 1 0,          0 0 0, 12  6  6      , 11  3  9      
2430.55968,4.784e-29,          1 0 0,          0 1 0, 10  5  6      , 10  2  9      
2430.586183,2.367e-28,          0 1 0,          0 0 0, 14  7  7      , 14  2 12      
2430.774013,4.288e-28,          1 0 0,          0 1 0, 12  5  7      , 11  4  8      
2431.417304,3.321e-29,          1 0 0,          0 1 0,  9  7  2      ,  9  4  5      
2431.589792,1.225e-28,          0 2 0,          0 0 0,  8  1  7      ,  9  6  4      
2431.83451,1.458e-27,          0 1 0,          0 0 0, 16  6 11      , 15  3 12      
2432.446585,1.112e-28,          0 2 0,          0 1 0, 11  6  5      , 10  3  8      
2432.618352,2.792e-28,          0 2 0,          0 1 0,  7  6  2      ,  6  1  5      
2433.138844,3.072e-28,          0 1 0,          0 0 0, 16  4 13      , 16  1 16      
2433.21816,8.387e-27,          0 1 0,          0 0 0, 15  2 13      , 14  1 14      
2434.007943,2.725e-27,          0 1 0,          0 0 0, 15  3 13      , 14  0 14      
2434.64447,1.968e-26,          1 0 0,          0 1 0,  5  4  1      ,  4  1  4      
2436.134006,1.179e-29,          0 0 1,          0 1 0, 15  5 10      , 14  5  9      
2436.822461,4.585e-29,          0 2 0,          0 1 0,  8  7  2      ,  7  4  3      
2436.836532,3.31e-28,          0 1 1,          0 2 0,  6  3  3      ,  5  1  4      
2437.138209,1.306e-29,          0 2 0,          0 1 0,  8  6  3      ,  8  1  8      
2437.25568,1.018e-25,          0 0 1,          0 1 0,  5  4  2      ,  4  2  3      
2437.401111,1.27e-25,          0 0 1,          0 1 0,  6  4  2      ,  5  2  3      
2437.46752,6.127e-29,          0 2 0,          0 0 0, 12  3 10      , 13  6  7      
2437.476861,1.238e-27,          0 0 1,          0 1 0, 16  0 16      , 15  0 15      
2437.476964,4.128e-28,          0 0 1,          0 1 0, 16  1 16      , 15  1 15      
2437.726928,9.237e-28,          0 1 0,          0 0 0, 13  7  7      , 12  4  8      
2437.865009,2.809e-28,          0 1 0,          0 0 0, 15 11  4      , 14 10  5      
2437.865151,8.658e-29,          0 1 0,          0 0 0, 15 11  5      , 14 10  4      
2437.964694,2.226e-27,          0 1 0,          0 0 0, 16  5 12      , 15  2 13      
2438.039253,1.95e-26,          0 1 0,          0 0 0,  9  6  4      ,  8  1  7      
2438.132284,1.063e-29,          1 0 0,          0 1 0, 11  6  6      , 11  3  9      
2438.988182,4.841e-29,          0 2 0,          0 0 0, 14  1 13      , 15  4 12      
2439.454636,1.693e-29,          0 2 0,          0 1 0,  8  7  1      ,  7  4  4      
2440.41955,6.7e-26,          0 0 1,          0 1 0,  7  3  4      ,  6  1  5      
2440.726969,1.319e-29,          0 0 1,          0 1 0, 18  1 17      , 17  1 16      
2441.57921,1.355e-29,          1 0 0,          0 1 0,  8  7  1      ,  8  4  4      
2441.651703,1.09e-29,          0 1 0,          0 0 0, 17 10  8      , 16  9  7      
2441.768206,3.266e-29,          0 1 0,          0 0 0, 17 10  7      , 16  9  8      
2441.81625,8.251e-27,          1 0 0,          0 1 0,  8  2  6      ,  7  1  7      
2442.824018,2.015e-28,          0 1 0,          0 0 0, 10 10  0      , 10  7  3      
2442.847349,5.681e-28,          0 1 0,          0 0 0, 10 10  1      , 10  7  4      
2442.937755,1.518e-28,          0 2 0,          0 0 0, 14  2 13      , 15  3 12      
2446.068869,2.43e-29,          1 0 0,          0 1 0, 10  7  4      , 10  4  7      
