1/CM,Line_intensity,global upper quanta,global lower quanta,local upper quanta,local lower quanta
3604.906116,4.417e-27,          0 3 0,          0 1 0,  9  2  7      ,  8  1  8      
3604.954038,8.593e-29,          0 1 1,          0 1 0,  9  4  5      ,  8  6  2      
3605.097112,3.458e-26,          0 0 1,          0 0 0, 12  6  6      , 13  4  9      
3605.108003,2.607e-26,          0 2 0,          0 0 0, 14  4 11      , 13  3 10      
3605.157458,4.096e-29,          0 1 1,          0 1 0, 10  4  7      ,  9  6  4      
3605.224176,2.825e-29,          2 0 0,          0 0 1,  7  4  3      ,  6  4  2      
3605.23636,1.075e-24,          0 0 1,          0 0 0, 13  4 10      , 13  4  9      
3605.254945,3.902e-22,          0 0 1,          0 0 0,  8  1  8      ,  8  1  7      
3605.289808,2.276e-28,          1 1 0,          0 1 0,  8  8  1      ,  9  7  2      
3605.290942,7.585e-29,          1 1 0,          0 1 0,  8  8  0      ,  9  7  3      
3605.31143,7.566e-28,          0 1 1,          0 1 0, 10  0 10      ,  9  2  7      
3605.50805,4.07e-25,          0 1 1,          0 1 0,  5  1  4      ,  5  3  3      
3605.540122,9.728e-28,          0 2 0,          0 0 0, 17  2 15      , 16  3 14      
3605.620231,1.056e-28,          0 3 0,          0 1 0,  6  6  1      ,  7  3  4      
3605.67879,1.181e-23,          0 2 0,          0 0 0,  9  4  5      ,  8  3  6      
3605.68067,5.967e-25,          1 1 0,          0 1 0,  5  4  1      ,  6  3  4      
3605.80972,3.414e-26,          0 0 1,          0 0 0,  9  5  4      ,  8  7  1      
3605.908473,1.263e-28,          0 0 1,          0 0 0, 15 12  4      , 15 12  3      
3605.908473,4.21e-29,          0 0 1,          0 0 0, 15 12  3      , 15 12  4      
3605.983463,2.192e-26,          0 0 1,          0 0 0, 15  5 11      , 15  5 10      
3606.00039,1.139e-28,          0 2 0,          0 0 0, 12  7  5      , 13  4 10      
3606.20333,2.695e-29,          0 0 2,          1 0 0,  5  0  5      ,  5  3  2      
3606.33109,1.4e-25,          1 1 0,          0 1 0,  2  2  1      ,  3  1  2      
3606.375446,1.845e-29,          1 1 0,          0 1 0,  7  5  2      ,  6  6  1      
3606.453241,3.25e-28,          0 2 0,          0 0 0, 17  3 15      , 16  2 14      
3606.545068,3.252e-29,          2 0 0,          0 0 1,  7  3  4      ,  6  3  3      
3606.673942,1.999e-29,          1 2 0,          0 2 0,  6  5  2      ,  7  4  3      
3606.908899,1.296e-27,          1 0 1,          1 0 0,  2  1  1      ,  2  1  2      
3606.969289,7.38e-29,          2 0 0,          0 0 1,  7  2  5      ,  6  2  4      
3606.99349,2.288e-20,          0 0 1,          0 0 0,  5  1  4      ,  6  1  5      
3607.26258,9.085e-21,          1 0 0,          0 0 0,  5  4  1      ,  6  3  4      
3607.42251,5.176e-23,          0 1 1,          0 1 0,  4  1  3      ,  5  1  4      
3607.674323,7.768e-27,          0 2 1,          0 2 0,  3  2  1      ,  4  2  2      
3607.702534,1.669e-29,          1 2 0,          0 2 0,  4  1  4      ,  3  2  1      
3607.899486,2.883e-28,          0 0 1,          0 0 0, 17  6 12      , 17  6 11      
3608.04418,2.783e-23,          0 0 1,          0 0 0, 11  3  9      , 11  3  8      
3608.20399,7.341e-24,          0 2 0,          0 0 0,  9  3  6      ,  8  2  7      
3608.298357,1.724e-28,          2 0 0,          1 0 0,  3  3  0      ,  3  2  1      
3608.383564,3.53e-24,          1 0 0,          0 0 0,  7  7  1      ,  8  6  2      
3608.414907,1.06e-23,          1 0 0,          0 0 0,  7  7  0      ,  8  6  3      
3608.66404,6.278e-26,          0 0 1,          0 0 0, 11  5  6      , 12  3  9      
3608.933733,1.667e-28,          0 3 0,          0 1 0, 11  5  6      , 11  2  9      
3608.942976,3.49e-23,          1 0 0,          0 0 0,  8  3  5      ,  9  2  8      
3609.01704,6.168e-28,          0 0 2,          0 0 1,  2  2  0      ,  3  2  1      
3609.19322,3.813e-25,          1 1 0,          0 1 0,  1  1  1      ,  2  0  2      
3609.23366,6.557e-20,          0 0 1,          0 0 0,  6  0  6      ,  7  0  7      
3609.23907,6.045e-24,          0 1 1,          0 1 0,  4  2  3      ,  5  2  4      
3609.253984,2.131e-29,          2 0 0,          1 0 0,  7  2  5      ,  7  1  6      
3609.33883,2.158e-20,          0 0 1,          0 0 0,  6  1  6      ,  7  1  7      
3609.471099,8.455e-27,          0 3 0,          0 1 0,  8  3  6      ,  7  0  7      
3609.51363,1.501e-25,          0 2 0,          0 0 0, 11  5  6      , 11  2  9      
3609.648805,1.135e-28,          1 2 0,          0 2 0,  5  4  1      ,  6  3  4      
3609.78804,2.111e-24,          0 1 1,          0 1 0,  6  0  6      ,  6  2  5      
3609.853599,2.182e-27,          0 2 1,          0 2 0,  4  0  4      ,  4  2  3      
3609.902139,8.033e-27,          0 3 0,          0 1 0,  6  4  3      ,  5  1  4      
3609.950174,1.164e-27,          0 0 2,          0 0 1,  2  1  1      ,  3  1  2      
3609.97148,2.642e-28,          0 0 1,          0 0 0, 14 12  3      , 14 12  2      
3609.971482,7.337e-28,          0 0 1,          0 0 0, 14 12  2      , 14 12  3      
3610.16945,3.675e-22,          0 0 1,          0 0 0,  3  1  3      ,  3  3  0      
3610.268155,8.907e-29,          0 0 2,          0 0 1,  4  0  4      ,  4  2  3      
3610.290345,1.24e-27,          0 3 0,          0 1 0, 10  4  6      ,  9  3  7      
3610.294571,1.927e-28,          0 3 0,          0 1 0,  7  6  1      ,  8  3  6      
3610.35631,8.746e-25,          1 1 0,          0 1 0,  2  0  2      ,  2  1  1      
3610.35928,1.679e-23,          0 1 1,          0 1 0,  5  0  5      ,  6  0  6      
3610.7657,2.176e-23,          0 2 0,          0 0 0,  7  5  3      ,  6  4  2      
3610.81042,4.945e-23,          0 1 1,          0 1 0,  5  1  5      ,  6  1  6      
3611.003575,7.867e-29,          0 0 2,          0 0 1,  5  1  5      ,  5  1  4      
3611.078951,5.528e-29,          2 0 0,          1 0 0,  5  1  4      ,  5  0  5      
3611.09519,5.04e-25,          0 2 0,          0 0 0,  6  5  2      ,  7  0  7      
3611.38453,3.97e-25,          0 1 1,          0 1 0,  1  0  1      ,  2  2  0      
3611.512697,2.856e-28,          0 0 1,          0 0 0, 12  6  7      , 11  8  4      
3611.601767,2.136e-29,          2 0 0,          1 0 0,  7  4  3      ,  7  3  4      
3611.660162,1.163e-29,          0 1 1,          0 1 0, 12 10  3      , 12 10  2      
3611.661699,3.489e-29,          0 1 1,          0 1 0, 12 10  2      , 12 10  3      
3611.778413,4.066e-29,          2 0 0,          1 0 0,  4  2  3      ,  4  1  4      
3611.91214,6.527e-23,          0 2 0,          0 0 0,  7  5  2      ,  6  4  3      
3612.02319,1.829e-21,          1 0 0,          0 0 0,  4  1  3      ,  4  2  2      
3612.127799,3.374e-29,          1 0 1,          1 0 0,  5  2  3      ,  5  2  4      
3612.30915,6.887e-29,          2 0 0,          1 0 0,  3  1  3      ,  2  0  2      
3612.455397,1.779e-29,          2 0 0,          0 0 1, 10  1 10      ,  9  1  9      
3612.56238,5.421e-20,          0 0 1,          0 0 0,  5  2  4      ,  6  2  5      
3612.822948,1.342e-29,          0 2 1,          0 2 0,  8  8  0      ,  8  8  1      
3612.91584,1.35e-26,          0 2 1,          0 2 0,  3  1  2      ,  4  1  3      
3612.928096,2.781e-28,          1 2 0,          0 2 0,  4  3  1      ,  5  2  4      
3612.93213,4.233e-26,          0 2 1,          0 2 0,  4  0  4      ,  5  0  5      
3613.05662,5.685e-21,          0 0 1,          0 0 0,  2  0  2      ,  3  2  1      
3613.125071,3.881e-28,          0 2 0,          0 0 0,  9  7  3      , 10  4  6      
3613.38769,2.707e-29,          0 1 1,          0 1 0, 11  5  6      , 12  3  9      
3613.763404,1.384e-27,          0 0 1,          0 0 0, 13 12  1      , 13 12  2      
3613.763412,4.153e-27,          0 0 1,          0 0 0, 13 12  2      , 13 12  1      
3613.799739,1.862e-27,          0 0 2,          0 0 1,  2  2  1      ,  3  2  2      
3613.9168,9.83e-25,          0 0 1,          0 0 0,  7  4  4      ,  6  6  1      
3614.077447,6.962e-29,          2 0 0,          1 0 0,  3  3  1      ,  3  2  2      
3614.24192,1.32e-26,          0 2 1,          0 2 0,  4  1  4      ,  5  1  5      
3614.3004,1.524e-21,          1 0 0,          0 0 0,  2  1  1      ,  2  2  0      
3614.371071,5.264e-29,          0 1 1,          0 1 0, 11 10  1      , 11 10  2      
3614.371096,1.579e-28,          0 1 1,          0 1 0, 11 10  2      , 11 10  1      
3614.458831,6.099e-28,          0 3 0,          0 1 0,  6  5  1      ,  6  2  4      
3614.50982,1.45e-20,          0 0 1,          0 0 0,  4  4  0      ,  5  4  1      
3614.70243,4.841e-21,          0 0 1,          0 0 0,  4  4  1      ,  5  4  2      
3615.025277,5.639e-28,          1 1 0,          0 1 0,  7  7  1      ,  8  6  2      
3615.044283,1.692e-27,          1 1 0,          0 1 0,  7  7  0      ,  8  6  3      
3615.23627,6.321e-21,          1 0 0,          0 0 0,  3  1  2      ,  3  2  1      
3615.32856,7.007e-22,          1 0 0,          0 0 0,  2  2  1      ,  3  1  2      
3615.384708,1.652e-27,          1 0 0,          0 0 0, 11  2 10      , 10  3  7      
3615.457367,2.521e-29,          0 0 2,          1 0 0,  3  1  3      ,  4  2  2      
3615.57791,7.072e-24,          1 1 0,          0 1 0,  4  3  1      ,  5  2  4      
3615.64485,4.145e-22,          1 0 0,          0 0 0,  4  3  1      ,  5  2  4      
3615.81422,4.068e-22,          0 0 1,          0 0 0,  9  2  8      ,  9  2  7      
3615.88485,2.517e-25,          0 0 1,          0 0 0, 11  1 11      , 10  3  8      
3615.947015,7.262e-28,          1 0 1,          1 0 0,  1  0  1      ,  0  0  0      
3616.00549,2.449e-26,          0 2 1,          0 2 0,  3  2  2      ,  4  2  3      
3616.05749,1e-23,          0 2 0,          0 0 0,  6  4  3      ,  5  1  4      
3616.24397,1.925e-29,          2 0 0,          0 0 1,  8  3  6      ,  7  3  5      
3616.35072,4.19e-25,          1 1 0,          0 1 0,  3  3  1      ,  4  2  2      
3616.403094,2.075e-28,          1 1 0,          0 1 0,  6  4  3      ,  5  5  0      
3616.475695,6.297e-28,          0 2 0,          0 0 0, 11  7  4      , 12  4  9      
3616.557027,2.414e-29,          2 0 0,          0 0 1,  9  1  8      ,  8  1  7      
3616.62434,8.996e-28,          0 0 1,          0 0 0, 12  6  6      , 11  8  3      
3616.643367,1.314e-28,          1 1 0,          0 1 0,  6  4  2      ,  5  5  1      
3616.831753,2.147e-28,          0 1 1,          0 1 0, 10 10  1      , 10 10  0      
3616.831754,5.981e-28,          0 1 1,          0 1 0, 10 10  0      , 10 10  1      
3616.890217,2.778e-28,          2 0 0,          1 0 0,  4  3  2      ,  4  2  3      
3617.030304,1.971e-29,          0 0 1,          0 0 0, 16 11  6      , 16 11  5      
3617.033503,5.911e-29,          0 0 1,          0 0 0, 16 11  5      , 16 11  6      
3617.040781,4.493e-27,          1 0 0,          0 0 0, 14  4 10      , 15  3 13      
3617.29587,7.077e-27,          0 0 1,          0 0 0, 12 12  1      , 12 12  0      
3617.295871,2.123e-26,          0 0 1,          0 0 0, 12 12  0      , 12 12  1      
3617.531529,1.158e-29,          1 0 1,          1 0 0,  8  3  5      ,  8  3  6      
3617.65133,3.407e-20,          0 0 1,          0 0 0,  4  3  1      ,  5  3  2      
3617.89345,2.418e-24,          1 1 0,          0 1 0,  1  0  1      ,  1  1  0      
3618.00628,6.848e-21,          1 0 0,          0 0 0,  3  0  3      ,  3  1  2      
3618.040804,6.75e-23,          1 0 0,          0 0 0,  6  6  1      ,  7  5  2      
3618.09231,2.33e-25,          0 0 1,          0 0 0,  7  4  3      ,  6  6  0      
3618.18683,9.475e-22,          0 0 1,          0 0 0,  8  1  7      ,  8  3  6      
3618.22951,2.264e-23,          1 0 0,          0 0 0,  6  6  0      ,  7  5  3      
3618.62821,7.634e-27,          1 1 0,          0 1 0,  9  3  6      , 10  2  9      
3618.631107,1.369e-29,          0 3 1,          0 3 0,  3  0  3      ,  4  0  4      
3618.672927,3.73e-28,          1 2 0,          0 2 0,  3  3  1      ,  4  2  2      
3618.737731,8.746e-28,          0 3 0,          0 1 0, 10  3  7      ,  9  2  8      
3618.750492,1.298e-29,          0 4 0,          0 2 0,  8  5  4      ,  7  4  3      
3618.944775,3.856e-28,          0 0 1,          0 0 0, 14  2 13      , 13  4 10      
3619.058751,4.307e-29,          2 0 0,          1 0 0,  4  0  4      ,  3  1  3      
3619.071989,5.377e-29,          0 2 0,          0 0 0, 13  8  6      , 14  5  9      
3619.14709,1.395e-26,          0 1 1,          0 1 0, 10  3  8      , 10  3  7      
3619.34964,1.563e-25,          0 1 1,          0 1 0,  8  2  7      ,  8  2  6      
3619.431085,1.881e-23,          1 0 0,          0 0 0,  3  3  1      ,  4  2  2      
3619.560932,1.227e-25,          0 2 0,          0 0 0, 11  4  7      , 11  1 10      
3619.61184,8.422e-20,          0 0 1,          0 0 0,  4  2  2      ,  5  2  3      
3619.708501,1.157e-29,          2 0 0,          1 0 0,  6  4  2      ,  6  3  3      
3619.747773,6.43e-28,          0 2 1,          0 2 0,  3  0  3      ,  3  2  2      
3619.750309,1.386e-29,          0 3 1,          0 3 0,  2  2  0      ,  3  2  1      
3619.794264,6.443e-28,          1 0 0,          0 0 0, 14  7  8      , 15  4 11      
3619.826808,2.099e-26,          0 3 0,          0 1 0,  8  5  4      ,  7  4  3      
3619.906506,6.112e-29,          0 0 1,          0 0 0, 15  8  7      , 16  6 10      
3619.91609,2.2e-21,          1 0 0,          0 0 0,  0  0  0      ,  1  1  1      
3620.06345,1.166e-26,          0 1 1,          0 1 0,  5  2  4      ,  4  4  1      
3620.109488,1.453e-29,          2 0 0,          1 0 0,  7  3  4      ,  6  4  3      
3620.340791,3.222e-27,          1 1 0,          0 1 0,  6  1  6      ,  5  2  3      
3620.497481,7.317e-28,          0 1 1,          0 1 0,  8  3  6      ,  7  5  3      
3620.977928,3.536e-29,          0 3 1,          0 3 0,  3  1  3      ,  4  1  4      
3621.059793,2.485e-29,          1 0 1,          1 0 0,  6  1  5      ,  5  3  2      
3621.147051,4.814e-29,          0 1 1,          0 1 0, 11  4  8      , 10  6  5      
3621.18052,1.22e-20,          0 0 1,          0 0 0,  4  3  2      ,  5  3  3      
3621.307076,2.72e-28,          0 0 2,          0 0 1,  3  0  3      ,  3  2  2      
3621.345676,3.793e-28,          0 0 1,          0 0 0, 15 11  5      , 15 11  4      
3621.345719,1.356e-28,          0 0 1,          0 0 0, 15 11  4      , 15 11  5      
3621.51919,2.456e-28,          1 0 1,          1 0 0,  3  1  2      ,  3  1  3      
3621.559884,2.577e-28,          0 1 1,          0 1 0, 11  2 10      , 10  4  7      
3622.085862,2.364e-27,          0 1 1,          0 1 0,  8  1  8      ,  7  3  5      
3622.376892,6.747e-28,          0 1 1,          0 1 0, 12  4  9      , 12  4  8      
3622.600183,1.467e-27,          0 0 2,          0 0 1,  2  0  2      ,  3  0  3      
3622.736849,6.957e-27,          0 3 0,          0 1 0,  8  5  3      ,  7  4  4      
3622.883466,1.133e-29,          2 0 0,          0 0 1,  8  2  6      ,  7  2  5      
3623.086484,1.114e-26,          1 1 0,          0 1 0,  6  6  1      ,  7  5  2      
3623.165677,8.601e-22,          0 0 1,          0 0 0,  7  0  7      ,  7  2  6      
3623.20269,1.361e-21,          1 0 0,          0 0 0,  1  1  1      ,  2  0  2      
3623.210936,1.943e-27,          0 2 0,          0 0 0, 15  4 12      , 14  3 11      
3623.211895,3.713e-27,          1 1 0,          0 1 0,  6  6  0      ,  7  5  3      
3623.517895,9.688e-29,          2 0 0,          1 0 0,  5  3  3      ,  5  2  4      
3623.90062,2.085e-26,          0 0 1,          0 0 0, 10  5  6      ,  9  7  3      
3623.921224,3.313e-29,          0 3 1,          0 3 0,  2  1  1      ,  3  1  2      
3624.042,1.02e-25,          0 0 1,          0 0 0, 11  0 11      , 10  2  8      
3624.123834,1.477e-22,          1 0 0,          0 0 0,  5  5  1      ,  6  4  2      
3624.138932,6.911e-28,          1 0 0,          0 0 0, 13  6  8      , 14  3 11      
3624.2255,5.691e-24,          0 1 1,          0 1 0,  3  3  0      ,  4  3  1      
3624.234994,2.585e-29,          0 0 2,          0 0 1,  8  3  6      ,  8  3  5      
3624.600574,2.114e-23,          1 0 0,          0 0 0,  9  3  6      , 10  2  9      
3624.74715,1.339e-29,          2 0 0,          0 0 1,  8  4  5      ,  7  4  4      
3624.760801,7.078e-28,          0 3 0,          0 1 0,  5  5  0      ,  5  2  3      
3625.017588,9.03e-28,          0 2 1,          0 2 0,  2  0  2      ,  2  2  1      
3625.124385,1.157e-27,          1 1 0,          0 1 0,  5  3  3      ,  4  4  0      
3625.12739,1.717e-23,          0 1 1,          0 1 0,  3  3  1      ,  4  3  2      
3625.149869,1.42e-29,          0 0 2,          1 0 0,  7  0  7      ,  8  1  8      
3625.17928,4.394e-22,          1 0 0,          0 0 0,  5  5  0      ,  6  4  3      
3625.325029,2.156e-29,          0 1 1,          0 1 0, 13  9  5      , 13  9  4      
3625.347043,3.929e-27,          0 0 2,          0 0 1,  2  1  2      ,  3  1  3      
3625.392784,7.849e-28,          0 0 1,          0 0 0, 14 11  4      , 14 11  3      
3625.393293,2.355e-27,          0 0 1,          0 0 0, 14 11  3      , 14 11  4      
3625.414299,3.923e-28,          0 0 1,          0 0 0, 14  5  9      , 15  3 12      
3625.45253,7.8e-25,          0 1 1,          0 1 0,  6  1  6      ,  6  1  5      
3625.624803,1.936e-29,          0 1 1,          0 1 0, 14  5 10      , 14  5  9      
3626.16417,4.293e-25,          1 1 0,          0 1 0,  4  4  1      ,  5  3  2      
3626.20557,1.057e-20,          1 0 0,          0 0 0,  4  4  1      ,  5  3  2      
3626.25627,5.935e-29,          0 2 0,          0 0 0, 18  2 16      , 17  3 15      
3626.327122,1.075e-29,          0 2 1,          0 2 0,  6  2  4      ,  5  4  1      
3626.470248,1.662e-28,          2 0 0,          1 0 0,  4  1  4      ,  3  0  3      
3626.580589,2.951e-28,          1 0 0,          0 0 0, 14  3 12      , 13  4  9      
